ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,SMA,SMA_lower,SMA_upper,Volume_Avg,Volume_Avg_lower,Volume_Avg_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,yhat_smooth
2025-02-05,9.16421634552362,9.54767931219918,11.883848479753983,9.16421634552362,9.16421634552362,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.5629692176846954,1.5629692176846954,1.5629692176846954,1.5188823710526966,1.5188823710526966,1.5188823710526966,-9.125370099545374e-05,-9.125370099545374e-05,-9.125370099545374e-05,0.04417810033299427,0.04417810033299427,0.04417810033299427,0.0,0.0,0.0,10.727185563208316,10.83648518061034
2025-02-06,9.163513359855086,9.471132169680953,11.865965673180686,9.163513359855086,9.163513359855086,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.5626210464185353,1.5626210464185353,1.5626210464185353,1.5188823710526966,1.5188823710526966,1.5188823710526966,-0.009229868613533539,-0.009229868613533539,-0.009229868613533539,0.05296854397937221,0.05296854397937221,0.05296854397937221,0.0,0.0,0.0,10.726134406273621,10.808886615184722
2025-02-07,9.162810374186554,9.592657338758558,11.912606224624623,9.162810374186554,9.162810374186554,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.5677874936770464,1.5677874936770464,1.5677874936770464,1.5188823710526966,1.5188823710526966,1.5188823710526966,-0.014582900510129225,-0.014582900510129225,-0.014582900510129225,0.06348802313447906,0.06348802313447906,0.06348802313447906,0.0,0.0,0.0,10.730597867863601,10.784720536286134
2025-02-08,9.162107388518022,9.57145149942307,11.916842652421195,9.162107388518022,9.162107388518022,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.6045711474734194,1.6045711474734194,1.6045711474734194,1.5188823710526966,1.5188823710526966,1.5188823710526966,0.010356177195118776,0.010356177195118776,0.010356177195118776,0.07533259922560405,0.07533259922560405,0.07533259922560405,0.0,0.0,0.0,10.766678535991442,10.769845552836959
2025-02-09,9.161404402849488,9.59687372297026,11.98322160979379,9.161404402849488,9.161404402849488,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.6173035333557906,1.6173035333557906,1.6173035333557906,1.5188823710526966,1.5188823710526966,1.5188823710526966,0.010356078913588897,0.010356078913588897,0.010356078913588897,0.08806508338950504,0.08806508338950504,0.08806508338950504,0.0,0.0,0.0,10.77870793620528,10.760372623473648
2025-02-10,9.160701417180954,9.634767073922859,12.008839903318277,9.160701417180954,9.160701417180954,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.62282283627609,1.62282283627609,1.62282283627609,1.5188823710526966,1.5188823710526966,1.5188823710526966,0.0027128672872426605,0.0027128672872426605,0.0027128672872426605,0.10122759793615059,0.10122759793615059,0.10122759793615059,0.0,0.0,0.0,10.783524253457044,10.754217407033417
2025-02-11,9.15999843151242,9.606262581814468,11.854916113375666,9.15999843151242,9.15999843151242,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.6337157588672158,1.6337157588672158,1.6337157588672158,1.5188823710526966,1.5188823710526966,1.5188823710526966,0.000478899428698458,0.000478899428698458,0.000478899428698458,0.1143544883858206,0.1143544883858206,0.1143544883858206,0.0,0.0,0.0,10.793714190379635,10.752429223539862
2025-02-12,9.159295445843888,9.693663241161554,11.907400759206503,9.159295445843888,9.159295445843888,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.6457763524128641,1.6457763524128641,1.6457763524128641,1.5188823710526966,1.5188823710526966,1.5188823710526966,-9.125370100521591e-05,-9.125370100521591e-05,-9.125370100521591e-05,0.12698523506117285,0.12698523506117285,0.12698523506117285,0.0,0.0,0.0,10.805071798256753,10.756263547356529
2025-02-13,9.158592460175354,9.608431179047514,11.948246573202209,9.158592460175354,9.158592460175354,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.6483295200889718,1.6483295200889718,1.6483295200889718,1.5188823710526966,1.5188823710526966,1.5188823710526966,-0.00922986861355297,-0.00922986861355297,-0.00922986861355297,0.13867701764982807,0.13867701764982807,0.13867701764982807,0.0,0.0,0.0,10.806921980264326,10.76402926489852
2025-02-14,9.157889474506822,9.578713351766401,11.891878372881184,9.157889474506822,9.157889474506822,1.4023685821911802,1.4023685821911802,1.4023685821911802,0.11651378886151634,0.11651378886151634,0.11651378886151634,1.653316070565545,1.653316070565545,1.653316070565545,1.5188823710526966,1.5188823710526966,1.5188823710526966,-0.01458290051012058,-0.01458290051012058,-0.01458290051012058,0.14901660002296893,0.14901660002296893,0.14901660002296893,0.0,0.0,0.0,10.811205545072367,10.772974207697239
