ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Volume_Avg,Volume_Avg_lower,Volume_Avg_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-02-15,155.43317341229044,147.12477886612476,159.4670625000801,155.43317341229044,155.43317341229044,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-2.2300317949992867,-2.2300317949992867,-2.2300317949992867,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.9830126673215184,-0.9830126673215184,-0.9830126673215184,-1.1717121449599726,-1.1717121449599726,-1.1717121449599726,0.0,0.0,0.0,153.20314161729115
2025-02-16,155.65142610345086,147.43529524711641,159.89462333874664,155.65142610345086,155.65142610345086,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-2.0605486147134293,-2.0605486147134293,-2.0605486147134293,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.9830139350964237,-0.9830139350964237,-0.9830139350964237,-1.00222769689921,-1.00222769689921,-1.00222769689921,0.0,0.0,0.0,153.59087748873742
2025-02-17,155.86967879461113,149.30739990273298,162.0554616587852,155.86967879461113,155.86967879461113,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.5444904907060062,-0.5444904907060062,-0.5444904907060062,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.3835268146419422,0.3835268146419422,0.3835268146419422,-0.8527103226301528,-0.8527103226301528,-0.8527103226301528,0.0,0.0,0.0,155.32518830390512
2025-02-18,156.08793148577143,149.1656151424729,161.74739266848957,156.08793148577143,156.08793148577143,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.47904116420493964,-0.47904116420493964,-0.47904116420493964,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.32028017430237865,0.32028017430237865,0.32028017430237865,-0.7240143557895226,-0.7240143557895226,-0.7240143557895226,0.0,0.0,0.0,155.6088903215665
2025-02-19,156.30618417693182,149.5592486992287,162.7199001367775,156.30618417693182,156.30618417693182,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.3128069898004833,-0.3128069898004833,-0.3128069898004833,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.3789727728332773,0.3789727728332773,0.3789727728332773,-0.6164727799159649,-0.6164727799159649,-0.6164727799159649,0.0,0.0,0.0,155.99337718713133
2025-02-20,156.52443686809218,150.36833912735287,162.19887889927838,156.52443686809218,156.52443686809218,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.1041215640433002,-0.1041215640433002,-0.1041215640433002,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.5010810541309861,0.5010810541309861,0.5010810541309861,-0.5298956354564908,-0.5298956354564908,-0.5298956354564908,0.0,0.0,0.0,156.42031530404887
2025-02-21,156.74268955925245,150.46836367694738,162.78578050651137,156.74268955925245,156.74268955925245,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.15672337133534758,-0.15672337133534758,-0.15672337133534758,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.3821657865121933,0.3821657865121933,0.3821657865121933,-0.46358217512974537,-0.46358217512974537,-0.46358217512974537,0.0,0.0,0.0,156.5859661879171
2025-02-22,156.96094225041276,149.7142874328172,161.661022577617,156.96094225041276,156.96094225041276,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-1.474666114834216,-1.474666114834216,-1.474666114834216,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.9830126673207888,-0.9830126673207888,-0.9830126673207888,-0.4163464647956311,-0.4163464647956311,-0.4163464647956311,0.0,0.0,0.0,155.48627613557855
2025-02-23,157.17919494157317,149.433731409005,162.43297352895496,157.17919494157317,157.17919494157317,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-1.4448766767920456,-1.4448766767920456,-1.4448766767920456,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.9830139350959415,-0.9830139350959415,-0.9830139350959415,-0.38655575897830874,-0.38655575897830874,-0.38655575897830874,0.0,0.0,0.0,155.73431826478114
2025-02-24,157.39744763273345,151.48247867884797,163.61250385128602,157.39744763273345,157.39744763273345,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.0639607969885645,-0.0639607969885645,-0.0639607969885645,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.38352681464200067,0.38352681464200067,0.38352681464200067,-0.3721806289127696,-0.3721806289127696,-0.3721806289127696,0.0,0.0,0.0,157.33348683574488
2025-02-25,157.61570032389372,150.8002770158823,164.06114900192935,157.61570032389372,157.61570032389372,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.1258823048007275,-0.1258823048007275,-0.1258823048007275,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.3202801743020353,0.3202801743020353,0.3202801743020353,-0.37085549638496723,-0.37085549638496723,-0.37085549638496723,0.0,0.0,0.0,157.48981801909298
2025-02-26,157.83395301505413,151.39332264961504,164.17924176627918,157.83395301505413,157.83395301505413,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.07628214779158488,-0.07628214779158488,-0.07628214779158488,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.3789727728334981,0.3789727728334981,0.3789727728334981,-0.3799479379072875,-0.3799479379072875,-0.3799479379072875,0.0,0.0,0.0,157.75767086726256
2025-02-27,158.0522057062144,152.05554905132138,164.62491311308688,158.04310483859683,158.0522057062144,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.02913919213155587,0.02913919213155587,0.02913919213155587,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.5010810541292833,0.5010810541292833,0.5010810541292833,-0.3966348792799318,-0.3966348792799318,-0.3966348792799318,0.0,0.0,0.0,158.08134489834598
2025-02-28,158.27045839737477,152.09723016860394,164.69758700364903,158.24584054730343,158.27045839737477,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.11112480354128479,-0.11112480354128479,-0.11112480354128479,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.38216578651115884,0.38216578651115884,0.38216578651115884,-0.41798360733464796,-0.41798360733464796,-0.41798360733464796,0.0,0.0,0.0,158.15933359383348
2025-03-01,158.48871108853518,151.09596592253723,163.34252523519535,158.45574030341868,158.48871108853518,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-1.499355039410264,-1.499355039410264,-1.499355039410264,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.9830126673223781,-0.9830126673223781,-0.9830126673223781,-0.44103538937009024,-0.44103538937009024,-0.44103538937009024,0.0,0.0,0.0,156.98935604912492
2025-03-02,158.70696377969546,151.05274742671892,163.0150001214901,158.6646941600962,158.70698282907932,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-1.5212103332971483,-1.5212103332971483,-1.5212103332971483,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.9830139350943736,-0.9830139350943736,-0.9830139350943736,-0.46288941548497875,-0.46288941548497875,-0.46288941548497875,0.0,0.0,0.0,157.1857534463983
2025-03-03,158.92521647085573,152.27111479692567,165.13183001559258,158.87956123630394,158.92912956767134,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.17256493519039617,-0.17256493519039617,-0.17256493519039617,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.38352681463994076,0.38352681463994076,0.38352681463994076,-0.48078476711254137,-0.48078476711254137,-0.48078476711254137,0.0,0.0,0.0,158.75265153566534
2025-03-04,159.14346916201603,152.79533049091887,165.34949219358597,159.09304735615638,159.14950829315535,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.24720497550779363,-0.24720497550779363,-0.24720497550779363,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.3202801743031428,0.3202801743031428,0.3202801743031428,-0.4921781670931409,-0.4921781670931409,-0.4921781670931409,0.0,0.0,0.0,158.89626418650823
2025-03-05,159.36172185317642,152.99523097076624,165.44609913230357,159.3017905962279,159.37424143018325,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,-0.19114959125626396,-0.19114959125626396,-0.19114959125626396,-0.07530698271779561,-0.07530698271779561,-0.07530698271779561,0.3789727728333884,0.3789727728333884,0.3789727728333884,-0.49481538137185677,-0.49481538137185677,-0.49481538137185677,0.0,0.0,0.0,159.17057226192014
