ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,SMA,SMA_lower,SMA_upper,Volume_Avg,Volume_Avg_lower,Volume_Avg_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,yhat_smooth
2025-02-05,46.60563241962439,238.1266959507458,255.55963652385356,46.60563241962439,46.60563241962439,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,200.24389885339605,200.24389885339605,200.24389885339605,180.1645879980631,180.1645879980631,180.1645879980631,19.684096368424438,19.684096368424438,19.684096368424438,0.3952144869084916,0.3952144869084916,0.3952144869084916,0.0,0.0,0.0,246.84953127302043,245.04430010843816
2025-02-06,46.581641349509276,237.4466672380767,255.60148175284078,46.581641349509276,46.581641349509276,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,200.18309019082767,200.18309019082767,200.18309019082767,180.1645879980631,180.1645879980631,180.1645879980631,19.530081269646644,19.530081269646644,19.530081269646644,0.48842092311792934,0.48842092311792934,0.48842092311792934,0.0,0.0,0.0,246.76473154033695,245.44012355521969
2025-02-07,46.55765027939417,237.69757542931927,255.13348805696472,46.55765027939417,46.55765027939417,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,200.20568064015038,200.20568064015038,200.20568064015038,180.1645879980631,180.1645879980631,180.1645879980631,19.49536198611582,19.49536198611582,19.49536198611582,0.5457306559714648,0.5457306559714648,0.5457306559714648,0.0,0.0,0.0,246.76333091954456,245.80631677286465
2025-02-08,46.533659209279065,168.54837588506896,186.49434763778797,46.533659209279065,46.533659209279065,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,131.58334869279716,131.58334869279716,131.58334869279716,180.1645879980631,180.1645879980631,180.1645879980631,-49.14567095525092,-49.14567095525092,-49.14567095525092,0.5644316499849905,0.5644316499849905,0.5644316499849905,0.0,0.0,0.0,178.11700790207624,239.20346149997584
2025-02-09,46.50966813916394,169.72321936304897,186.3299199768928,46.50966813916394,46.50966813916394,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,131.56126798136162,131.56126798136162,131.56126798136162,180.1645879980631,180.1645879980631,180.1645879980631,-49.14570542320932,-49.14570542320932,-49.14570542320932,0.5423854065078676,0.5423854065078676,0.5423854065078676,0.0,0.0,0.0,178.07093612052557,232.55803269847493
2025-02-10,46.48567706904884,237.37167210440964,256.35527755753117,46.48567706904884,46.48567706904884,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,200.4593619345716,200.4593619345716,200.4593619345716,180.1645879980631,180.1645879980631,180.1645879980631,19.816703821833016,19.816703821833016,19.816703821833016,0.4780701146754751,0.4780701146754751,0.4780701146754751,0.0,0.0,0.0,246.94503900362045,232.76166818885514
2025-02-11,46.46168599893373,238.0503491274979,255.61939992665995,46.46168599893373,46.46168599893373,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,200.30033484741273,200.30033484741273,200.30033484741273,180.1645879980631,180.1645879980631,180.1645879980631,19.76513293261802,19.76513293261802,19.76513293261802,0.370613916731626,0.370613916731626,0.370613916731626,0.0,0.0,0.0,246.76202084634645,232.91946791493007
2025-02-12,46.43769492881863,238.11063649832744,255.3868924444752,46.43769492881863,46.43769492881863,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,200.06850184915888,200.06850184915888,200.06850184915888,180.1645879980631,180.1645879980631,180.1645879980631,19.684096368424242,19.684096368424242,19.684096368424242,0.21981748267152587,0.21981748267152587,0.21981748267152587,0.0,0.0,0.0,246.5061967779775,233.0166369687256
2025-02-13,46.413703858703514,237.05098726300952,254.9797610825516,46.413703858703514,46.413703858703514,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,199.72083454292337,199.72083454292337,199.72083454292337,180.1645879980631,180.1645879980631,180.1645879980631,19.53008126963828,19.53008126963828,19.53008126963828,0.026165275221993543,0.026165275221993543,0.026165275221993543,0.0,0.0,0.0,246.13453840162688,232.9742022058559
2025-02-14,46.389712788588405,236.51557414375017,254.73654349242454,46.389712788588405,46.389712788588405,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,199.45077507420373,199.45077507420373,199.45077507420373,180.1645879980631,180.1645879980631,180.1645879980631,19.495361986067625,19.495361986067625,19.495361986067625,-0.2091749099269953,-0.2091749099269953,-0.2091749099269953,0.0,0.0,0.0,245.84048786279214,232.87538206478672
2025-02-15,46.365721718473296,168.09541370798905,185.65249701651663,46.365721718473296,46.365721718473296,176.29051616032768,176.29051616032768,176.29051616032768,3.8740718377354124,3.8740718377354124,3.8740718377354124,130.53455271700926,130.53455271700926,130.53455271700926,180.1645879980631,180.1645879980631,180.1645879980631,-49.14567095533437,-49.14567095533437,-49.14567095533437,-0.484364325719456,-0.484364325719456,-0.484364325719456,0.0,0.0,0.0,176.90027443548257,225.88045638103296
