ds,y,Volume
2022-02-18,164.81336975097656,82772700
2022-02-22,161.87767028808594,91162800
2022-02-23,157.6908721923828,90009200
2022-02-24,160.32118225097656,141147500
2022-02-25,162.39979553222656,91974200
2022-02-28,162.665771484375,95056600
2022-03-01,160.77432250976562,83474400
2022-03-02,164.08438110351562,79724800
2022-03-03,163.75927734375,76678400
2022-03-04,160.74478149414062,83737200
2022-03-07,156.93231201171875,96418800
2022-03-08,155.09994506835938,131148300
2022-03-09,160.5280303955078,91454900
2022-03-10,156.16390991210938,105342000
2022-03-11,152.43020629882812,96970100
2022-03-14,148.3813018798828,108732100
2022-03-15,152.78488159179688,92964300
2022-03-16,157.21798706054688,102300200
2022-03-17,158.23268127441406,75615400
2022-03-18,161.54270935058594,123511700
2022-03-21,162.92193603515625,95811400
2022-03-22,166.310791015625,81532000
2022-03-23,167.68016052246094,98062700
2022-03-24,171.48277282714844,90131400
2022-03-25,172.12310791015625,80546200
2022-03-28,172.99005126953125,90371900
2022-03-29,176.3000946044922,100589400
2022-03-30,175.12777709960938,92633200
2022-03-31,172.0147247314453,103049300
2022-04-01,171.71920776367188,78751300
2022-04-04,175.78781127929688,76468400
2022-04-05,172.4580535888672,73401800
2022-04-06,169.2760772705078,89058800
2022-04-07,169.5814666748047,77594700
2022-04-08,167.56190490722656,76575500
2022-04-11,163.2864227294922,72246700
2022-04-12,165.16802978515625,79265200
2022-04-13,167.86727905273438,70618900
2022-04-14,162.833251953125,75329400
2022-04-18,162.6165313720703,69023900
2022-04-19,164.91188049316406,67723800
2022-04-20,164.74441528320312,67929800
2022-04-21,163.9464569091797,87227800
2022-04-22,159.38526916503906,84882400
2022-04-25,160.4591064453125,96046400
2022-04-26,154.4694366455078,95623200
2022-04-27,154.2428741455078,88063200
2022-04-28,161.20777893066406,130216800
2022-04-29,155.30679321289062,131747600
2022-05-02,155.6122283935547,123055300
2022-05-03,157.109619140625,88966500
2022-05-04,163.55242919921875,108256500
2022-05-05,154.4398956298828,130525300
2022-05-06,155.16995239257812,116124600
2022-05-09,150.02000427246094,131577900
2022-05-10,152.43711853027344,115366700
2022-05-11,144.53457641601562,142689800
2022-05-12,140.64743041992188,182602000
2022-05-13,145.1363983154297,113990900
2022-05-16,143.5874481201172,86643800
2022-05-17,147.23779296875,78336300
2022-05-18,138.9308319091797,109742900
2022-05-19,135.50733947753906,136095600
2022-05-20,135.74411010742188,137426100
2022-05-23,141.19007873535156,117726300
2022-05-24,138.47694396972656,104132700
2022-05-25,138.63482666015625,92482700
2022-05-26,141.85107421875,90601500
2022-05-27,147.63246154785156,90978500
2022-05-31,146.84320068359375,103718400
2022-06-01,146.71495056152344,74286600
2022-06-02,149.18141174316406,72348100
2022-06-03,143.42962646484375,88570300
2022-06-06,144.17941284179688,71598400
2022-06-07,146.71495056152344,67808200
2022-06-08,145.9750518798828,53950200
2022-06-09,140.7263641357422,69473000
2022-06-10,135.290283203125,91437900
2022-06-13,130.11070251464844,122207100
2022-06-14,130.9788818359375,84784300
2022-06-15,133.6130828857422,91533000
2022-06-16,128.31517028808594,108123900
2022-06-17,129.79502868652344,134520300
2022-06-21,134.04721069335938,81000500
2022-06-22,133.53416442871094,73409200
2022-06-23,136.4149932861328,72433800
2022-06-24,139.75950622558594,89116800
2022-06-27,139.75950622558594,70207900
2022-06-28,135.5961456298828,67083400
2022-06-29,137.3621063232422,66242400
2022-06-30,134.8857879638672,98964500
2022-07-01,137.06614685058594,71051600
2022-07-05,139.66087341308594,73353800
2022-07-06,141.00262451171875,74064300
2022-07-07,144.3865966796875,66253700
2022-07-08,145.0673370361328,64547800
2022-07-11,142.92645263671875,63141600
2022-07-12,143.9031524658203,77588800
2022-07-13,143.5381317138672,71185600
2022-07-14,146.47817993164062,78140700
2022-07-15,148.1553497314453,76259900
2022-07-18,145.09695434570312,81420900
2022-07-19,148.97421264648438,82982400
2022-07-20,150.98684692382812,64823400
2022-07-21,153.265869140625,65086600
2022-07-22,152.0227508544922,66675400
2022-07-25,150.8980712890625,53623900
2022-07-26,149.56617736816406,55138700
2022-07-27,154.68650817871094,78620700
2022-07-28,155.23902893066406,81378700
2022-07-29,160.3297882080078,101786900
2022-08-01,159.34323120117188,67829400
2022-08-02,157.86334228515625,59907000
2022-08-03,163.9012451171875,82507500
2022-08-04,163.5855255126953,55474100
2022-08-05,163.3583221435547,56697000
2022-08-08,162.8840789794922,60276900
2022-08-09,162.93348693847656,63135500
2022-08-10,167.2014617919922,70170500
2022-08-11,166.46047973632812,57149200
2022-08-12,170.02699279785156,68039400
2022-08-15,171.10386657714844,54091700
2022-08-16,170.94577026367188,56377100
2022-08-17,172.44749450683594,79542000
2022-08-18,172.0523223876953,62290100
2022-08-19,169.45394897460938,70346300
2022-08-22,165.55157470703125,69026800
2022-08-23,165.2156524658203,54147100
2022-08-24,165.5120391845703,53841500
2022-08-25,167.98193359375,51218200
2022-08-26,161.64915466308594,78961000
2022-08-29,159.43612670898438,73314000
2022-08-30,156.99588012695312,77906200
2022-08-31,155.3262176513672,87991100
2022-09-01,156.0573272705078,74229900
2022-09-02,153.9331817626953,76957800
2022-09-06,152.6686248779297,73714800
2022-09-07,154.0814208984375,87449600
2022-09-08,152.59947204589844,84923800
2022-09-09,155.47442626953125,68028800
2022-09-12,161.46141052246094,104956000
