ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,SMA_50,SMA_50_lower,SMA_50_upper,Volume,Volume_lower,Volume_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-07-23,151.12519634961544,247.9639573778512,266.8269483128573,147.25051526335545,154.6479615468285,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,105.99944970575243,105.99944970575243,105.99944970575243,89.05144866557738,89.05144866557738,89.05144866557738,10.515271044179439,10.515271044179439,10.515271044179439,6.432729995995598,6.432729995995598,6.432729995995598,0.0,0.0,0.0,257.12464605536786
2025-07-24,151.16492802772916,247.6292869964674,266.8724770028157,147.255755945743,154.73324539333186,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,105.79008965353349,105.79008965353349,105.79008965353349,89.05144866557738,89.05144866557738,89.05144866557738,10.441561993095636,10.441561993095636,10.441561993095636,6.297078994860475,6.297078994860475,6.297078994860475,0.0,0.0,0.0,256.95501768126263
2025-07-25,151.2046597058429,247.36595821393615,268.4952766221956,147.26099662813058,154.80275853650627,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,105.82807260121133,105.82807260121133,105.82807260121133,89.05144866557738,89.05144866557738,89.05144866557738,10.628780011963698,10.628780011963698,10.628780011963698,6.14784392367025,6.14784392367025,6.14784392367025,0.0,0.0,0.0,257.03273230705423
2025-07-26,151.24439138395655,209.7588447226832,230.5719836767886,147.25658070122637,154.86792300000855,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,68.58872661165533,68.58872661165533,68.58872661165533,89.05144866557738,89.05144866557738,89.05144866557738,-26.45118581238853,-26.45118581238853,-26.45118581238853,5.98846375846647,5.98846375846647,5.98846375846647,0.0,0.0,0.0,219.83311799561187
2025-07-27,151.28412306207028,209.8686810334734,229.2559853430292,147.25407974561097,154.95167959495475,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,68.42285314892302,68.42285314892302,68.42285314892302,89.05144866557738,89.05144866557738,89.05144866557738,-26.451190188359327,-26.451190188359327,-26.451190188359327,5.8225946717049695,5.8225946717049695,5.8225946717049695,0.0,0.0,0.0,219.7069762109933
2025-07-28,151.32385474018398,247.20050551442492,267.03798529338354,147.25514881297033,155.02905200030642,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,105.38808801547991,105.38808801547991,105.38808801547991,89.05144866557738,89.05144866557738,89.05144866557738,10.682606997307511,10.682606997307511,10.682606997307511,5.654032352595008,5.654032352595008,5.654032352595008,0.0,0.0,0.0,256.71194275566387
2025-07-29,151.3635864182977,246.05999800750467,265.8904244142015,147.25617184349022,155.10671946634,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,105.172233759127,105.172233759127,105.172233759127,89.05144866557738,89.05144866557738,89.05144866557738,10.634155954015553,10.634155954015553,10.634155954015553,5.486629139534062,5.486629139534062,5.486629139534062,0.0,0.0,0.0,256.5358201774247
2025-07-30,151.40331809641143,246.68062642267776,266.404365464289,147.25777378326768,155.18349467536595,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.89092758276786,104.89092758276786,104.89092758276786,89.05144866557738,89.05144866557738,89.05144866557738,10.515271044179533,10.515271044179533,10.515271044179533,5.324207873010945,5.324207873010945,5.324207873010945,0.0,0.0,0.0,256.2942456791793
2025-07-31,151.4430497745251,246.2928215772205,265.89826303165916,147.2599947117474,155.26026988439187,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.66348514719603,104.66348514719603,104.66348514719603,89.05144866557738,89.05144866557738,89.05144866557738,10.441561993121134,10.441561993121134,10.441561993121134,5.1704744884975185,5.1704744884975185,5.1704744884975185,0.0,0.0,0.0,256.1065349217211
2025-08-01,151.48278145263882,246.1701837337643,265.6288396612881,147.2622156402272,155.3370450934179,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.70916010808375,104.70916010808375,104.70916010808375,89.05144866557738,89.05144866557738,89.05144866557738,10.6287800119647,10.6287800119647,10.6287800119647,5.028931430541667,5.028931430541667,5.028931430541667,0.0,0.0,0.0,256.19194156072257
2025-08-02,151.52251313075254,208.80788882562595,229.23371546997984,147.264436568707,155.4141479408108,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,67.50305683265232,67.50305683265232,67.50305683265232,89.05144866557738,89.05144866557738,89.05144866557738,-26.451185812400016,-26.451185812400016,-26.451185812400016,4.902793979474946,4.902793979474946,4.902793979474946,0.0,0.0,0.0,219.02556996340485
2025-08-03,151.56224480886624,209.44440244659734,228.05006017764143,147.26665749718674,155.47748439692495,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,67.39517001753141,67.39517001753141,67.39517001753141,89.05144866557738,89.05144866557738,89.05144866557738,-26.451190188314218,-26.451190188314218,-26.451190188314218,4.794911540268244,4.794911540268244,4.794911540268244,0.0,0.0,0.0,218.95741482639767
2025-08-04,151.60197648697996,245.59518850139648,265.85332451472874,147.2671438140398,155.53918538547103,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.44175151261486,104.44175151261486,104.44175151261486,89.05144866557738,89.05144866557738,89.05144866557738,10.682606997306555,10.682606997306555,10.682606997306555,4.707695849730917,4.707695849730917,4.707695849730917,0.0,0.0,0.0,256.0437279995948
2025-08-05,151.64170816509363,245.483690031349,265.2976179120462,147.25770617240153,155.60102245583934,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.32866253501871,104.32866253501871,104.32866253501871,89.05144866557738,89.05144866557738,89.05144866557738,10.634155954004884,10.634155954004884,10.634155954004884,4.643057915436433,4.643057915436433,4.643057915436433,0.0,0.0,0.0,255.97037070011234
2025-08-06,151.68143984320736,246.28210415861227,265.74450355460067,147.25597861178412,155.66190396547756,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.16907502049861,104.16907502049861,104.16907502049861,89.05144866557738,89.05144866557738,89.05144866557738,10.515271044179366,10.515271044179366,10.515271044179366,4.602355310741855,4.602355310741855,4.602355310741855,0.0,0.0,0.0,255.85051486370597
2025-08-07,151.72117152132108,245.99231891664317,265.2545141763101,147.23271279425148,155.71542914460304,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.07936187818542,104.07936187818542,104.07936187818542,89.05144866557738,89.05144866557738,89.05144866557738,10.441561993116867,10.441561993116867,10.441561993116867,4.586351219491178,4.586351219491178,4.586351219491178,0.0,0.0,0.0,255.8005333995065
2025-08-08,151.76090319943478,244.77245909203168,266.4516892224656,147.23665244894855,155.78480329116476,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.27541503462609,104.27541503462609,104.27541503462609,89.05144866557738,89.05144866557738,89.05144866557738,10.628780012047724,10.628780012047724,10.628780012047724,4.595186357000985,4.595186357000985,4.595186357000985,0.0,0.0,0.0,256.0363182340609
2025-08-09,151.80063487754845,208.85017167328803,229.3328650897559,147.2427614356146,155.84635465527657,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,67.22862745028982,67.22862745028982,67.22862745028982,89.05144866557738,89.05144866557738,89.05144866557738,-26.451185812411502,-26.451185812411502,-26.451185812411502,4.628364597123927,4.628364597123927,4.628364597123927,0.0,0.0,0.0,219.02926232783827
2025-08-10,151.84036655566217,208.9130404215747,228.47819209983354,147.24802474092493,155.92894755902333,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,67.28501129316838,67.28501129316838,67.28501129316838,89.05144866557738,89.05144866557738,89.05144866557738,-26.45119018833638,-26.45119018833638,-26.45119018833638,4.68475281592737,4.68475281592737,4.68475281592737,0.0,0.0,0.0,219.12537784883057
2025-08-11,151.8800982337759,245.51944917179628,266.12263731736704,147.2307992699366,156.00928390537103,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.49665079147641,104.49665079147641,104.49665079147641,89.05144866557738,89.05144866557738,89.05144866557738,10.682606997359622,10.682606997359622,10.682606997359622,4.7625951285394015,4.7625951285394015,4.7625951285394015,0.0,0.0,0.0,256.3767490252523
2025-08-12,151.91982991188962,246.1484937024209,267.173918652886,147.22335010607793,156.0841579278993,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.54514597487884,104.54514597487884,104.54514597487884,89.05144866557738,89.05144866557738,89.05144866557738,10.634155954009254,10.634155954009254,10.634155954009254,4.859541355292199,4.859541355292199,4.859541355292199,0.0,0.0,0.0,256.46497588676846
2025-08-13,151.95956159000332,246.62362921472382,266.52775806194103,147.212573808545,156.15890253149698,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.53940892461111,104.53940892461111,104.53940892461111,89.05144866557738,89.05144866557738,89.05144866557738,10.51527104417984,10.51527104417984,10.51527104417984,4.972689214853886,4.972689214853886,4.972689214853886,0.0,0.0,0.0,256.4989705146144
2025-08-14,151.999293268117,246.42474013913431,266.66616967721717,147.20565991195593,156.23364713509463,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.59165007258414,104.59165007258414,104.59165007258414,89.05144866557738,89.05144866557738,89.05144866557738,10.441561993112597,10.441561993112597,10.441561993112597,5.098639413894158,5.098639413894158,5.098639413894158,0.0,0.0,0.0,256.59094334070113
2025-08-15,152.0390249462307,246.75853452374304,266.847488426191,147.206925540653,156.30488219304766,88.58976640183198,88.58976640183198,88.58976640183198,0.4616822637454046,0.4616822637454046,0.4616822637454046,104.91379117084398,104.91379117084398,104.91379117084398,89.05144866557738,89.05144866557738,89.05144866557738,10.628780012048725,10.628780012048725,10.628780012048725,5.233562493217859,5.233562493217859,5.233562493217859,0.0,0.0,0.0,256.9528161170747
