ds,y,Volume,Volume_Avg,SMA
2021-05-10,145.73912048339844,14014300,14690611.0,104.782152633667
2021-05-11,143.31643676757812,15451700,14719226.0,104.89975366592407
2021-05-12,142.3311004638672,14381700,14751349.0,105.01314786911011
2021-05-13,145.99221801757812,15395000,14789119.0,105.13229396820068
2021-05-14,148.2611846923828,10584000,14605411.0,105.25295816421509
2021-05-17,148.85784912109375,9886800,14421043.0,105.37444679260254
2021-05-18,146.7606201171875,11098100,14414142.0,105.4831371307373
2021-05-19,145.6396484375,13278900,14397199.0,105.58962772369385
2021-05-20,145.38653564453125,10426000,14459810.0,105.69404336929321
2021-05-21,147.04080200195312,10249000,14481574.0,105.80214265823365
2021-05-24,147.83631896972656,9440300,14492085.0,105.90579483032226
2021-05-25,146.30860900878906,12609100,14544196.0,106.00295862197876
2021-05-26,146.29049682617188,13058300,14588977.0,106.09936685562134
2021-05-27,148.5685577392578,15707500,14577853.0,106.20166395187378
2021-05-28,148.46913146972656,10291300,14543454.0,106.30156002044677
2021-06-01,150.10533142089844,9445400,14388817.0,106.40451343536377
2021-06-02,150.1143341064453,10498600,14274399.0,106.50766149520874
2021-06-03,150.21377563476562,13354400,14287592.0,106.61256492614746
2021-06-04,150.4578857421875,8510800,14213321.0,106.7198221206665
2021-06-07,149.75274658203125,7267200,14105658.0,106.8191173362732
2021-06-08,149.15614318847656,10370700,14061197.0,106.91472549438477
2021-06-09,147.29396057128906,12377400,13999315.0,107.00507553100586
2021-06-10,144.99781799316406,12119400,13841699.0,107.0892547416687
2021-06-11,144.89837646484375,13683800,13780099.0,107.1716785812378
2021-06-14,142.43960571289062,19917900,13818990.0,107.24713752746582
2021-06-15,140.2790985107422,24485500,13929728.0,107.31818536758423
2021-06-16,141.26441955566406,25321200,14053608.0,107.39333242416382
2021-06-17,137.18746948242188,29722400,14208704.0,107.45975080490112
2021-06-18,133.71621704101562,43595700,14531583.0,107.51723272323608
2021-06-21,135.9851837158203,18664800,14542192.0,107.57838529586792
2021-06-22,135.78631591796875,14251200,14547086.0,107.63669446945191
2021-06-23,136.60894775390625,12733300,14526338.0,107.69714632034302
2021-06-24,137.86544799804688,13733200,14552863.0,107.76278425216675
2021-06-25,139.25758361816406,15484900,14585176.0,107.83125680923462
2021-06-28,139.5106964111328,14125800,14620426.0,107.89851104736329
2021-06-29,139.33892822265625,14528700,14641518.0,107.9638290977478
2021-06-30,140.60452270507812,12531000,14666315.0,108.0319236946106
2021-07-01,141.9966278076172,10479400,14669745.0,108.10265907287598
2021-07-02,141.8602752685547,11424000,14697837.0,108.17369937896729
2021-07-06,139.47821044921875,15083400,14745439.0,108.23940868377686
2021-07-07,139.64181518554688,12271800,14776147.0,108.30916465759277
2021-07-08,137.23248291015625,17834600,14871247.0,108.36738695144653
2021-07-09,141.62387084960938,13694500,14886886.0,108.43503801345825
2021-07-12,143.65133666992188,19940400,14978189.0,108.50349580764771
2021-07-13,141.5147705078125,22671700,15099028.0,108.56796819686889
2021-07-14,141.03289794921875,14622800,15125558.0,108.63104219436646
2021-07-15,141.34202575683594,11539300,15126067.0,108.69557779312134
2021-07-16,138.11444091796875,14002700,15103750.0,108.74377893447875
2021-07-19,133.62303161621094,22172900,15174865.0,108.78335607528686
2021-07-20,136.11422729492188,15385200,15147440.0,108.82802045822143
2021-07-21,138.97813415527344,12356700,15072715.0,108.8780364227295
