ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Rolling_Volume_10,Rolling_Volume_10_lower,Rolling_Volume_10_upper,SMA_50,SMA_50_lower,SMA_50_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-02-18,146.60189206168926,234.01181208289063,251.41203092623513,146.60189206168926,146.60189206168926,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,96.0423026131168,96.0423026131168,96.0423026131168,87.34539483874109,87.34539483874109,87.34539483874109,10.454187368194816,10.454187368194816,10.454187368194816,-1.7572795938191046,-1.7572795938191046,-1.7572795938191046,0.0,0.0,0.0,242.64419467480604
2025-02-19,146.64416291735148,233.51876346376778,251.51682428726014,146.64416291735148,146.64416291735148,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,95.57389342034114,95.57389342034114,95.57389342034114,87.34539483874109,87.34539483874109,87.34539483874109,10.400562105907667,10.400562105907667,10.400562105907667,-2.1720635243076067,-2.1720635243076067,-2.1720635243076067,0.0,0.0,0.0,242.21805633769262
2025-02-20,146.68643377301368,232.88331389724272,250.00312585079985,146.68643377301368,146.68643377301368,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,95.03024063323345,95.03024063323345,95.03024063323345,87.34539483874109,87.34539483874109,87.34539483874109,10.284699487803193,10.284699487803193,10.284699487803193,-2.599853693310829,-2.599853693310829,-2.599853693310829,0.0,0.0,0.0,241.71667440624714
2025-02-21,146.72870462867593,233.07109116907716,249.59524535755426,146.72870462867593,146.72870462867593,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.59846817162213,94.59846817162213,94.59846817162213,87.34539483874109,87.34539483874109,87.34539483874109,10.287890729902172,10.287890729902172,10.287890729902172,-3.0348173970211247,-3.0348173970211247,-3.0348173970211247,0.0,0.0,0.0,241.32717280029806
2025-02-22,146.77097548433812,196.06792461000728,213.3532278430546,146.77097548433812,146.77750380589598,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,57.90199975821996,57.90199975821996,57.90199975821996,87.34539483874109,87.34539483874109,87.34539483874109,-25.972378772391274,-25.972378772391274,-25.972378772391274,-3.471016308129848,-3.471016308129848,-3.471016308129848,0.0,0.0,0.0,204.6729752425581
2025-02-23,146.81324634000032,195.27447286724527,212.13980086209708,146.81324634000032,146.8218127142653,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,57.470496840138345,57.470496840138345,57.470496840138345,87.34539483874109,87.34539483874109,87.34539483874109,-25.972387210780642,-25.972387210780642,-25.972387210780642,-3.902510787822097,-3.902510787822097,-3.902510787822097,0.0,0.0,0.0,204.28374318013866
2025-02-24,146.85551719566251,231.28591935048684,248.5023384461215,146.85551719566251,146.86902575659454,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,93.53935717790297,93.53935717790297,93.53935717790297,87.34539483874109,87.34539483874109,87.34539483874109,10.517426291466801,10.517426291466801,10.517426291466801,-4.323463952304914,-4.323463952304914,-4.323463952304914,0.0,0.0,0.0,240.39487437356547
2025-02-25,146.89778805132474,231.34754086337398,247.9938091467383,146.89778805132474,146.92372456619006,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,93.07133870114227,93.07133870114227,93.07133870114227,87.34539483874109,87.34539483874109,87.34539483874109,10.454187368184467,10.454187368184467,10.454187368184467,-4.728243505783289,-4.728243505783289,-4.728243505783289,0.0,0.0,0.0,239.969126752467
2025-02-26,146.94005890698696,230.74806305478836,247.9405774561608,146.94005890698696,146.97359202244144,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,92.63443755505908,92.63443755505908,92.63443755505908,87.34539483874109,87.34539483874109,87.34539483874109,10.400562105907746,10.400562105907746,10.400562105907746,-5.111519389589752,-5.111519389589752,-5.111519389589752,0.0,0.0,0.0,239.57449646204606
2025-02-27,146.98232976264916,230.8220737074746,247.51858708136734,146.98232976264916,147.02876694197252,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,92.16173895187391,92.16173895187391,92.16173895187391,87.34539483874109,87.34539483874109,87.34539483874109,10.284699487760234,10.284699487760234,10.284699487760234,-5.468355374627405,-5.468355374627405,-5.468355374627405,0.0,0.0,0.0,239.1440687145231
2025-02-28,147.02460061831135,230.24089981827973,247.44158473848637,147.02460061831135,147.076663642381,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,91.83899272820351,91.83899272820351,91.83899272820351,87.34539483874109,87.34539483874109,87.34539483874109,10.287890729876684,10.287890729876684,10.287890729876684,-5.794292840414257,-5.794292840414257,-5.794292840414257,0.0,0.0,0.0,238.86359334651485
2025-03-01,147.06687147397363,193.81078114485754,211.00638508547107,147.06686357370768,147.1248063482866,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,55.28759092985359,55.28759092985359,55.28759092985359,87.34539483874109,87.34539483874109,87.34539483874109,-25.972378772435448,-25.972378772435448,-25.972378772435448,-6.085425136452045,-6.085425136452045,-6.085425136452045,0.0,0.0,0.0,202.35446240382723
2025-03-02,147.10914232963583,193.2153013399645,211.07214811566988,147.10914232963583,147.17624256223988,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,55.03454652031777,55.03454652031777,55.03454652031777,87.34539483874109,87.34539483874109,87.34539483874109,-25.972387210736457,-25.972387210736457,-25.972387210736457,-6.338461107686857,-6.338461107686857,-6.338461107686857,0.0,0.0,0.0,202.1436888499536
2025-03-03,147.15141318529803,230.19039239116663,247.43392732477736,147.14749791555604,147.22650317800537,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,91.31204454836238,91.31204454836238,91.31204454836238,87.34539483874109,87.34539483874109,87.34539483874109,10.51742629141108,10.51742629141108,10.51742629141108,-6.55077658178979,-6.55077658178979,-6.55077658178979,0.0,0.0,0.0,238.4634577336604
2025-03-04,147.19368404096022,229.7809559965057,247.4407670257652,147.1855554067816,147.2792171217328,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,91.07912934946383,91.07912934946383,91.07912934946383,87.34539483874109,87.34539483874109,87.34539483874109,10.454187368212992,10.454187368212992,10.454187368212992,-6.720452857490243,-6.720452857490243,-6.720452857490243,0.0,0.0,0.0,238.27281339042406
2025-03-05,147.23595489662245,229.70309847527167,247.06968601838344,147.22191846346018,147.33530537542697,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,90.89965544928593,90.89965544928593,90.89965544928593,87.34539483874109,87.34539483874109,87.34539483874109,10.400562105907383,10.400562105907383,10.400562105907383,-6.846301495362527,-6.846301495362527,-6.846301495362527,0.0,0.0,0.0,238.1356103459084
2025-03-06,147.27822575228464,229.10400019478504,246.9208283156768,147.26207257430715,147.39367104652575,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,90.70221933655218,90.70221933655218,90.70221933655218,87.34539483874109,87.34539483874109,87.34539483874109,10.2846994877706,10.2846994877706,10.2846994877706,-6.927874989959513,-6.927874989959513,-6.927874989959513,0.0,0.0,0.0,237.9804450888368
2025-03-07,147.32049660794684,229.24784922430277,246.7895775528285,147.29772925965335,147.44976913409948,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,90.6678223795623,90.6678223795623,90.6678223795623,87.34539483874109,87.34539483874109,87.34539483874109,10.287890729877745,10.287890729877745,10.287890729877745,-6.965463189056526,-6.965463189056526,-6.965463189056526,0.0,0.0,0.0,237.98831898750913
2025-03-08,147.36276746360906,192.93713319630498,210.58453326613085,147.32634492649169,147.50612495212133,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,54.41294045013876,54.41294045013876,54.41294045013876,87.34539483874109,87.34539483874109,87.34539483874109,-25.972378772446636,-25.972378772446636,-25.972378772446636,-6.960075616155681,-6.960075616155681,-6.960075616155681,0.0,0.0,0.0,201.77570791374782
2025-03-09,147.40503831927128,193.61350933673515,210.05462562970112,147.35297140878833,147.56645012908024,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,54.45959748807181,54.45959748807181,54.45959748807181,87.34539483874109,87.34539483874109,87.34539483874109,-25.972387210692276,-25.972387210692276,-25.972387210692276,-6.913410139977012,-6.913410139977012,-6.913410139977012,0.0,0.0,0.0,201.8646358073431
2025-03-10,147.44730917493348,229.57223049910857,247.64694491923555,147.37987302289574,147.61825030012656,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,91.03501241676774,91.03501241676774,91.03501241676774,87.34539483874109,87.34539483874109,87.34539483874109,10.51742629141031,10.51742629141031,10.51742629141031,-6.8278087133836465,-6.8278087133836465,-6.8278087133836465,0.0,0.0,0.0,238.48232159170124
2025-03-11,147.48958003059573,229.00170669354628,246.9114925460373,147.41407678163705,147.69439025450862,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,91.09338103899134,91.09338103899134,91.09338103899134,87.34539483874109,87.34539483874109,87.34539483874109,10.454187368202641,10.454187368202641,10.454187368202641,-6.706201167952387,-6.706201167952387,-6.706201167952387,0.0,0.0,0.0,238.58296106958707
2025-03-12,147.53185088625793,229.96721041925403,247.4287159933676,147.44254380910442,147.74900309470337,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,91.19391865110566,91.19391865110566,91.19391865110566,87.34539483874109,87.34539483874109,87.34539483874109,10.400562105907465,10.400562105907465,10.400562105907465,-6.552038293542886,-6.552038293542886,-6.552038293542886,0.0,0.0,0.0,238.7257695373636
2025-03-13,147.57412174192012,230.4381161925795,247.1424850064946,147.46451218922834,147.8051771589785,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,91.2608786771306,91.2608786771306,91.2608786771306,87.34539483874109,87.34539483874109,87.34539483874109,10.284699487766115,10.284699487766115,10.284699487766115,-6.369215649376595,-6.369215649376595,-6.369215649376595,0.0,0.0,0.0,238.83500041905074
2025-03-14,147.61639259758235,229.99702346002024,247.52560406376455,147.48852644404695,147.86332275659694,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,91.47129582906292,91.47129582906292,91.47129582906292,87.34539483874109,87.34539483874109,87.34539483874109,10.287890729852261,10.287890729852261,10.287890729852261,-6.161989739530431,-6.161989739530431,-6.161989739530431,0.0,0.0,0.0,239.0876884266453
2025-03-15,147.65866345324454,194.7109736011451,211.94292422435655,147.51051565614966,147.9216477956278,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,55.43812772909458,55.43812772909458,55.43812772909458,87.34539483874109,87.34539483874109,87.34539483874109,-25.972378772354837,-25.972378772354837,-25.972378772354837,-5.934888337291664,-5.934888337291664,-5.934888337291664,0.0,0.0,0.0,203.09679118233913
2025-03-16,147.7009343089068,194.38860348142623,212.08801661023244,147.5406376802906,147.9855305638488,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,55.68039077197438,55.68039077197438,55.68039077197438,87.34539483874109,87.34539483874109,87.34539483874109,-25.972387210713848,-25.972387210713848,-25.972387210713848,-5.692616856052856,-5.692616856052856,-5.692616856052856,0.0,0.0,0.0,203.38132508088117
2025-03-17,147.743205164569,231.70834481320256,248.76447533061602,147.56419675668658,148.03995452455098,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,92.42285839333738,92.42285839333738,92.42285839333738,87.34539483874109,87.34539483874109,87.34539483874109,10.51742629146207,10.51742629146207,10.51742629146207,-5.439962736865775,-5.439962736865775,-5.439962736865775,0.0,0.0,0.0,240.16606355790637
2025-03-18,147.7854760202312,231.89265552369798,248.80288195929367,147.58683620812107,148.10280391329493,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,92.61788235425034,92.61788235425034,92.61788235425034,87.34539483874109,87.34539483874109,87.34539483874109,10.454187368206748,10.454187368206748,10.454187368206748,-5.181699852697486,-5.181699852697486,-5.181699852697486,0.0,0.0,0.0,240.4033583744815
2025-03-19,147.8277468758934,231.61376933346693,249.28222164978862,147.61917638908875,148.1579610373348,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,92.82346202843024,92.82346202843024,92.82346202843024,87.34539483874109,87.34539483874109,87.34539483874109,10.400562105907321,10.400562105907321,10.400562105907321,-4.922494916218169,-4.922494916218169,-4.922494916218169,0.0,0.0,0.0,240.65120890432365
2025-03-20,147.8700177315556,231.93712736782894,249.3040200387394,147.65114876935138,148.22254308942624,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,92.9632765048147,92.9632765048147,92.9632765048147,87.34539483874109,87.34539483874109,87.34539483874109,10.284699487752862,10.284699487752862,10.284699487752862,-4.666817821679246,-4.666817821679246,-4.666817821679246,0.0,0.0,0.0,240.8332942363703
2025-03-21,147.91228858721783,232.28459005954335,249.38954053102597,147.67770671600866,148.28583718069464,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,93.21442781503944,93.21442781503944,93.21442781503944,87.34539483874109,87.34539483874109,87.34539483874109,10.287890729853316,10.287890729853316,10.287890729853316,-4.41885775355496,-4.41885775355496,-4.41885775355496,0.0,0.0,0.0,241.12671640225727
2025-03-22,147.95455944288003,196.16136133058285,213.67713747852596,147.70854152545812,148.35077478514094,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,57.19056930933335,57.19056930933335,57.19056930933335,87.34539483874109,87.34539483874109,87.34539483874109,-25.972378772366035,-25.972378772366035,-25.972378772366035,-4.182446757041702,-4.182446757041702,-4.182446757041702,0.0,0.0,0.0,205.14512875221337
2025-03-23,147.99683029854222,196.25107191499282,213.08216528229846,147.73942261909284,148.4209974962665,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,57.41201533662036,57.41201533662036,57.41201533662036,87.34539483874109,87.34539483874109,87.34539483874109,-25.97238721066966,-25.97238721066966,-25.97238721066966,-3.9609922914510762,-3.9609922914510762,-3.9609922914510762,0.0,0.0,0.0,205.40884563516258
2025-03-24,148.0391011542045,232.99311686305228,250.08450738001434,147.75934211207263,148.48575398324834,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.1054010493736,94.1054010493736,94.1054010493736,87.34539483874109,87.34539483874109,87.34539483874109,10.517426291461298,10.517426291461298,10.517426291461298,-3.757420080828795,-3.757420080828795,-3.757420080828795,0.0,0.0,0.0,242.1445022035781
2025-03-25,148.0813720098667,233.8530586664603,251.11260422703157,147.7792082709095,148.54536684622335,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.22545386553149,94.22545386553149,94.22545386553149,87.34539483874109,87.34539483874109,87.34539483874109,10.454187368196402,10.454187368196402,10.454187368196402,-3.5741283414059914,-3.5741283414059914,-3.5741283414059914,0.0,0.0,0.0,242.3068258753982
2025-03-26,148.1236428655289,234.12094443230635,251.8040301481286,147.79357886239197,148.60973394382535,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.33300273656947,94.33300273656947,94.33300273656947,87.34539483874109,87.34539483874109,87.34539483874109,10.400562105907685,10.400562105907685,10.400562105907685,-3.412954208079291,-3.412954208079291,-3.412954208079291,0.0,0.0,0.0,242.45664560209838
2025-03-27,148.1659137211911,233.5952706954841,251.52493722826657,147.82434838102884,148.66833991830208,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.35494141873599,94.35494141873599,94.35494141873599,87.34539483874109,87.34539483874109,87.34539483874109,10.284699487763229,10.284699487763229,10.284699487763229,-3.275152907768315,-3.275152907768315,-3.275152907768315,0.0,0.0,0.0,242.52085513992708
2025-03-28,148.2081845768533,234.2786341198177,251.84329376734507,147.860593771469,148.7278900959649,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.4718956260344,94.4718956260344,94.4718956260344,87.34539483874109,87.34539483874109,87.34539483874109,10.287890729801292,10.287890729801292,10.287890729801292,-3.161389942507988,-3.161389942507988,-3.161389942507988,0.0,0.0,0.0,242.68008020288772
2025-03-29,148.2504554325155,197.52192327825185,215.68129934580813,147.89578044874324,148.7881384670713,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,58.301269810456326,58.301269810456326,58.301269810456326,87.34539483874109,87.34539483874109,87.34539483874109,-25.972378772410206,-25.972378772410206,-25.972378772410206,-3.0717462558745487,-3.0717462558745487,-3.0717462558745487,0.0,0.0,0.0,206.55172524297183
2025-03-30,148.29272628817773,197.4947632214361,215.8519099872812,147.9217722040978,148.8675772639807,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,58.367271558622676,58.367271558622676,58.367271558622676,87.34539483874109,87.34539483874109,87.34539483874109,-25.972387210658358,-25.972387210658358,-25.972387210658358,-3.005736069460048,-3.005736069460048,-3.005736069460048,0.0,0.0,0.0,206.65999784680042
2025-03-31,148.33499714383996,234.9151264219887,251.74038409964564,147.95354225409773,148.93607655939476,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.90048433208447,94.90048433208447,94.90048433208447,87.34539483874109,87.34539483874109,87.34539483874109,10.51742629137931,10.51742629137931,10.51742629137931,-2.962336798035921,-2.962336798035921,-2.962336798035921,0.0,0.0,0.0,243.23548147592442
2025-04-01,148.37726799950215,233.89726831392977,252.00868853440312,147.9789679693342,149.0038317665393,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.85955201775249,94.85955201775249,94.85955201775249,87.34539483874109,87.34539483874109,87.34539483874109,10.454187368200506,10.454187368200506,10.454187368200506,-2.940030189189089,-2.940030189189089,-2.940030189189089,0.0,0.0,0.0,243.23682001725464
2025-04-02,148.41953885516435,234.76483908325062,252.29698896353594,147.99584629911965,149.0611194061459,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.80910335321738,94.80910335321738,94.80910335321738,87.34539483874109,87.34539483874109,87.34539483874109,10.400562105907541,10.400562105907541,10.400562105907541,-2.936853591431249,-2.936853591431249,-2.936853591431249,0.0,0.0,0.0,243.22864220838173
2025-04-03,148.4618097108266,234.622234867739,251.9953674270333,148.0167042288837,149.1157034890873,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.67963428690481,94.67963428690481,94.67963428690481,87.34539483874109,87.34539483874109,87.34539483874109,10.284699487773596,10.284699487773596,10.284699487773596,-2.9504600396098657,-2.9504600396098657,-2.9504600396098657,0.0,0.0,0.0,243.14144399773141
2025-04-04,148.5040805664888,234.55721899554197,251.6428922006275,148.02180171182067,149.18627617163858,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,94.6550999058494,94.6550999058494,94.6550999058494,87.34539483874109,87.34539483874109,87.34539483874109,10.28789072980235,10.28789072980235,10.28789072980235,-2.9781856626940275,-2.9781856626940275,-2.9781856626940275,0.0,0.0,0.0,243.1591804723382
2025-04-05,148.546351422151,197.9390351495985,215.53611060441318,148.0459613774799,149.26232891177978,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,58.35589329552168,58.35589329552168,58.35589329552168,87.34539483874109,87.34539483874109,87.34539483874109,-25.9723787724214,-25.9723787724214,-25.9723787724214,-3.0171227707980006,-3.0171227707980006,-3.0171227707980006,0.0,0.0,0.0,206.90224471767266
2025-04-06,148.58862227781322,197.99521139835852,215.55754408051925,148.05379786906934,149.32943913178727,1.2633122400655474,1.2633122400655474,1.2633122400655474,86.08208259867553,86.08208259867553,86.08208259867553,58.30881075911973,58.30881075911973,58.30881075911973,87.34539483874109,87.34539483874109,87.34539483874109,-25.972387210750536,-25.972387210750536,-25.972387210750536,-3.0641968688708117,-3.0641968688708117,-3.0641968688708117,0.0,0.0,0.0,206.89743303693294
