ds,y,Volume,Volume_Avg,SMA
2020-01-15,156.07925415039062,21417900,22307340.0,116.56666650772095
2020-01-16,158.939208984375,23865400,22160908.0,116.72697145462035
2020-01-17,159.8287353515625,34371700,22301499.0,116.89251523971558
2020-01-21,159.25482177734375,29517200,22365650.0,117.05491804122924
2020-01-22,158.4896240234375,24138800,22433105.0,117.21540784835815
2020-01-23,159.4652557373047,19680800,22428226.0,117.37597618103027
2020-01-24,157.8583526611328,24918100,22438006.0,117.53423345565795
2020-01-27,155.21847534179688,32078100,22570094.0,117.68759719848633
2020-01-28,158.26007080078125,24899900,22639134.0,117.85328611373902
2020-01-29,160.727783203125,34754500,22725661.0,118.023531665802
2020-01-30,165.2615203857422,51597500,23033391.0,118.20871089935302
2020-01-31,162.82249450683594,36142700,23137079.0,118.38524501800538
2020-02-03,166.7919158935547,30107000,23149115.0,118.57174934387207
2020-02-04,172.28216552734375,36433300,23266187.0,118.76870723724365
2020-02-05,172.0717315673828,39186300,23387950.0,118.96738273620605
2020-02-06,175.63941955566406,27751400,23431833.0,119.17331798553467
2020-02-07,175.8881378173828,33529100,23599810.0,119.37660301208496
2020-02-10,180.4888153076172,35844300,23780111.0,119.58977695465087
2020-02-11,176.4141845703125,53159900,24071889.0,119.79213329315185
2020-02-12,176.6724395751953,47062900,24184797.0,119.99546245574952
2020-02-13,175.7159423828125,35295800,24146082.0,120.19123514175415
2020-02-14,177.28457641601562,23149500,24206184.0,120.38803119659424
2020-02-18,179.08273315429688,27792200,24186374.0,120.59053800582886
2020-02-19,179.61984252929688,29997500,24272529.0,120.79195682525635
2020-02-20,176.87686157226562,36862400,24466587.0,120.98845808029175
2020-02-21,171.28530883789062,48572600,24727536.0,121.1726633644104
2020-02-24,163.90028381347656,68311100,25237838.0,121.33403541564941
2020-02-25,161.19557189941406,68073300,25703905.0,121.48467233657837
2020-02-26,163.20973205566406,56206100,25960749.0,121.64106916427612
2020-02-27,151.71009826660156,93174900,26651169.0,121.76130786895752
2020-02-28,155.38343811035156,97012700,27392319.0,121.89355794906616
2020-03-02,165.7225341796875,71030800,27949590.0,122.05619007110596
2020-03-03,157.7811737060547,71677000,28410855.0,122.20436779022216
2020-03-04,163.57415771484375,49814400,28711500.0,122.3653685760498
2020-03-05,159.46925354003906,47817300,29013127.0,122.5156396484375
2020-03-06,154.9615020751953,72821100,29486878.0,122.65162626266479
2020-03-09,144.45932006835938,70419300,30058028.0,122.76025894165039
2020-03-10,154.33802795410156,65354400,30514615.0,122.89337802886963
2020-03-11,147.34622192382812,56371600,30870815.0,123.00726467132569
2020-03-12,133.3721466064453,93226400,31588473.0,123.08479043960571
2020-03-13,152.3335418701172,92727400,32193012.0,123.20929897308349
2020-03-16,129.88104248046875,87905900,32871289.0,123.27924217224121
2020-03-17,140.57501220703125,81059800,33407577.0,123.37776679992676
2020-03-18,134.6573486328125,81593200,33925063.0,123.45834197998047
2020-03-19,136.87286376953125,85922700,34413997.0,123.54792833328247
2020-03-20,131.73214721679688,84866200,35003062.0,123.62470983505249
2020-03-23,130.41815185546875,78975200,35440013.0,123.69834712982178
2020-03-24,142.27261352539062,82516700,36059285.0,123.80328638076782
2020-03-25,140.91065979003906,75638200,36630701.0,123.90690889358521
2020-03-26,149.7247772216797,64568100,37030331.0,124.030032787323
2020-03-27,143.5769805908203,57042300,37269470.0,124.13661401748658
2020-03-30,153.67625427246094,63420300,37734553.0,124.26647260665894
2020-03-31,151.25933837890625,77927200,38331323.0,124.38747346878051
2020-04-01,145.88839721679688,57969900,38745264.0,124.49349842071533
2020-04-02,148.90957641601562,49630700,39063704.0,124.6029469871521
2020-04-03,147.53802490234375,41243300,39308810.0,124.70913089752197
2020-04-06,158.51014709472656,67111700,39836301.0,124.84185354232788
2020-04-07,156.8029022216797,62769000,40277575.0,124.97176271438599
2020-04-08,158.37586975097656,48318200,40591565.0,125.11315919876098
2020-04-09,158.38543701171875,51385100,40908118.0,125.25399301528931
2020-04-13,158.74026489257812,41905300,41092314.0,125.39695747375488
2020-04-14,166.59532165527344,52874300,41405717.0,125.55681449890136
2020-04-15,164.8497314453125,40940800,41575768.0,125.70794347763062
2020-04-16,169.79867553710938,50479600,41823596.0,125.87034208297729
2020-04-17,171.29490661621094,52765600,42165491.0,126.03366579055786
2020-04-20,167.89968872070312,36669600,42373169.0,126.18742218017579
2020-04-21,160.955810546875,56203700,42710997.0,126.326704788208
2020-04-22,166.4226837158203,34620200,42810998.0,126.47714405059814
2020-04-23,164.40853881835938,32790800,42987062.0,126.62609085083008
2020-04-24,167.41055297851562,34277600,43210065.0,126.7781551361084
2020-04-27,166.9310302734375,33194400,43267825.0,126.92740171432496
2020-04-28,162.8644256591797,34392700,43371092.0,127.06551986694336
2020-04-29,170.17276000976562,51286600,43708211.0,127.22242500305175
2020-04-30,171.8799285888672,53875900,44068279.0,127.38470079421997
2020-05-01,167.42977905273438,39370500,44297949.0,127.53484233856202
2020-05-04,171.52508544921875,30372900,44434804.0,127.69531600952149
2020-05-05,173.36654663085938,36839200,44638435.0,127.85748397827149
2020-05-06,175.0737762451172,32139300,44771262.0,128.024999294281
2020-05-07,176.0904083251953,28316000,44808301.0,128.19500925064088
2020-05-08,177.12619018554688,30877800,44878625.0,128.37319274902345
2020-05-11,179.10198974609375,30892700,44946110.0,128.5578642463684
