ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Volume_Avg,Volume_Avg_lower,Volume_Avg_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,yhat_smooth
2025-02-15,233.09734436875863,224.68880662342198,242.83795671848387,233.09734436875863,233.09734436875863,4.445783528903086,4.445783528903086,4.445783528903086,0.9072832028983755,0.9072832028983755,0.9072832028983755,4.445783528903086,4.445783528903086,4.445783528903086,-3.0665674323361802,-3.0665674323361802,-3.0665674323361802,-0.4719328936685303,-0.4719328936685303,-0.4719328936685303,0.0,0.0,0.0,234.004627571657,237.36238915587438
2025-02-16,233.22555798746754,223.80138002693025,242.998314332944,233.22555798746754,233.22555798746754,4.445783528903086,4.445783528903086,4.445783528903086,0.5613638435516592,0.5613638435516592,0.5613638435516592,4.445783528903086,4.445783528903086,4.445783528903086,-3.066568120884555,-3.066568120884555,-3.066568120884555,-0.8178515644668712,-0.8178515644668712,-0.8178515644668712,0.0,0.0,0.0,233.78692183101919,236.89490883118555
2025-02-17,233.35377160617634,228.93978792112122,246.9158335155322,233.35377160617634,233.35377160617634,4.445783528903086,4.445783528903086,4.445783528903086,4.557215514226442,4.557215514226442,4.557215514226442,4.445783528903086,4.445783528903086,4.445783528903086,1.3054806151055987,1.3054806151055987,1.3054806151055987,-1.1940486297822424,-1.1940486297822424,-1.1940486297822424,0.0,0.0,0.0,237.91098712040278,236.82286656217966
2025-02-18,233.48198522488516,227.94660441429215,246.91278415189473,233.48198522488516,233.48198522488516,4.445783528903086,4.445783528903086,4.445783528903086,4.143555929093863,4.143555929093863,4.143555929093863,4.445783528903086,4.445783528903086,4.445783528903086,1.2946733318888644,1.2946733318888644,1.2946733318888644,-1.596900931698086,-1.596900931698086,-1.596900931698086,0.0,0.0,0.0,237.62554115397901,237.1368986382733
2025-02-19,233.61019884359402,228.45676987626624,246.15779349772436,233.61019884359402,233.61019884359402,4.445783528903086,4.445783528903086,4.445783528903086,3.6559871114402056,3.6559871114402056,3.6559871114402056,4.445783528903086,4.445783528903086,4.445783528903086,1.2325718179319887,1.2325718179319887,1.2325718179319887,-2.0223682353948687,-2.0223682353948687,-2.0223682353948687,0.0,0.0,0.0,237.26618595503422,237.40985647668785
2025-02-20,233.73841246230282,227.73965061983222,246.17398260088933,233.73841246230282,233.73841246230282,4.445783528903086,4.445783528903086,4.445783528903086,3.109579005511261,3.109579005511261,3.109579005511261,4.445783528903086,4.445783528903086,4.445783528903086,1.1298503724808282,1.1298503724808282,1.1298503724808282,-2.4660548958726527,-2.4660548958726527,-2.4660548958726527,0.0,0.0,0.0,236.84799146781407,237.20269920941655
2025-02-21,233.8666260810117,227.07052908968598,245.6456248925056,233.8666260810117,233.8666260810117,4.445783528903086,4.445783528903086,4.445783528903086,2.693065128041053,2.693065128041053,2.693065128041053,4.445783528903086,4.445783528903086,4.445783528903086,1.1705594158215933,1.1705594158215933,1.1705594158215933,-2.9232778166836257,-2.9232778166836257,-2.9232778166836257,0.0,0.0,0.0,236.55969120905274,236.97078286778682
2025-02-22,233.9948396997205,222.7823988358101,241.13287496672717,233.9948396997205,233.9948396997205,4.445783528903086,4.445783528903086,4.445783528903086,-2.0099235067307952,-2.0099235067307952,-2.0099235067307952,4.445783528903086,4.445783528903086,4.445783528903086,-3.066567432333487,-3.066567432333487,-3.066567432333487,-3.3891396033003947,-3.3891396033003947,-3.3891396033003947,0.0,0.0,0.0,231.98491619298972,236.29464233282562
2025-02-23,234.12305331842936,222.55077385173777,240.96972458859295,234.12305331842936,234.12305331842936,4.445783528903086,4.445783528903086,4.445783528903086,-2.479390291562924,-2.479390291562924,-2.479390291562924,4.445783528903086,4.445783528903086,4.445783528903086,-3.0665681208832196,-3.0665681208832196,-3.0665681208832196,-3.8586056995827893,-3.8586056995827893,-3.8586056995827893,0.0,0.0,0.0,231.64366302686642,235.60565549336647
2025-02-24,234.25126693713818,226.12791362614126,244.57676202964083,234.25126693713818,234.25126693713818,4.445783528903086,4.445783528903086,4.445783528903086,1.4246799423245253,1.4246799423245253,1.4246799423245253,4.445783528903086,4.445783528903086,4.445783528903086,1.3054806151055207,1.3054806151055207,1.3054806151055207,-4.32658420168408,-4.32658420168408,-4.32658420168408,0.0,0.0,0.0,235.6759468794627,235.33064724082777
2025-02-25,234.37948055584698,226.60849499106703,245.12281279282755,234.37948055584698,234.37948055584698,4.445783528903086,4.445783528903086,4.445783528903086,0.9524498888577635,0.9524498888577635,0.9524498888577635,4.445783528903086,4.445783528903086,4.445783528903086,1.2946733318876205,1.2946733318876205,1.2946733318876205,-4.788006971932943,-4.788006971932943,-4.788006971932943,0.0,0.0,0.0,235.33193044470474,235.46337752813255
2025-02-26,234.5076941745559,225.69925810868168,244.46094978211474,234.5076941745559,234.5076941745559,4.445783528903086,4.445783528903086,4.445783528903086,0.44044471857263084,0.44044471857263084,0.44044471857263084,4.445783528903086,4.445783528903086,4.445783528903086,1.2325718179319556,1.2325718179319556,1.2325718179319556,-5.23791062826241,-5.23791062826241,-5.23791062826241,0.0,0.0,0.0,234.94813889312852,235.57949923434347
2025-02-27,234.63590779326472,225.52978949256158,243.9447578869273,234.63590779326472,234.63590779326472,4.445783528903086,4.445783528903086,4.445783528903086,-0.09588206270739605,-0.09588206270739605,-0.09588206270739605,4.445783528903086,4.445783528903086,4.445783528903086,1.1298503724757556,1.1298503724757556,1.1298503724757556,-5.671515964086237,-5.671515964086237,-5.671515964086237,0.0,0.0,0.0,234.54002573055732,235.24240309535895
2025-02-28,234.76412141197352,225.1155584571142,244.36816124929584,234.76412141197352,234.7838088979325,4.445783528903086,4.445783528903086,4.445783528903086,-0.4679614160041868,-0.4679614160041868,-0.4679614160041868,4.445783528903086,4.445783528903086,4.445783528903086,1.1705594158186068,1.1705594158186068,1.1705594158186068,-6.08430436072588,-6.08430436072588,-6.08430436072588,0.0,0.0,0.0,234.29615999596933,234.90946497955798
2025-03-01,234.89233503068237,220.48087994767207,239.69140535938797,234.8920519618268,234.9371932289575,4.445783528903086,4.445783528903086,4.445783528903086,-5.0928736933800245,-5.0928736933800245,-5.0928736933800245,4.445783528903086,4.445783528903086,4.445783528903086,-3.0665674323387555,-3.0665674323387555,-3.0665674323387555,-6.472089789944352,-6.472089789944352,-6.472089789944352,0.0,0.0,0.0,229.79946133730235,234.16279251778482
2025-03-02,235.02054864939126,220.6999915884922,239.10227614446114,234.98711860386422,235.08165039127678,4.445783528903086,4.445783528903086,4.445783528903086,-5.4518696601624965,-5.4518696601624965,-5.4518696601624965,4.445783528903086,4.445783528903086,4.445783528903086,-3.066568120877935,-3.066568120877935,-3.066568120877935,-6.831085068187648,-6.831085068187648,-6.831085068187648,0.0,0.0,0.0,229.56867898922877,233.4348612699263
2025-03-03,235.14876226810006,224.66802393234246,242.65582305046965,235.09254727715975,235.2535252803315,4.445783528903086,4.445783528903086,4.445783528903086,-1.4066969721768365,-1.4066969721768365,-1.4066969721768365,4.445783528903086,4.445783528903086,4.445783528903086,1.3054806150988052,1.3054806150988052,1.3054806150988052,-7.157961116178726,-7.157961116178726,-7.157961116178726,0.0,0.0,0.0,233.74206529592323,233.15309867861333
